matricul,natcremo,mtinicre,mtsolree,dtprescc,ddmotiet,ddetatcr,lb_motietat,lb_etatcre,lb_statucre,lb_moderec,etatsdp,idnatpie,annee_cohorte
M0970,PPA,1487.85,529.66,2025-10-26,2025-01-20,2025-02-14,Recalcul,Clôturé,En cours,Manuel,Rejetée,DOC002,2025
M0971,ASF,978.24,241.89,2025-05-30,2025-07-30,2025-03-23,Erreur CAF,Clôturé,A solder,Automatique,Rejetée,DOC001,2025
M0972,ASF,782.98,500.6,2025-05-28,2025-08-28,2025-01-17,Erreur CAF,En attente,En cours,Automatique,En attente,DOC003,2025
M0973,ASF,819.23,679.62,2025-01-08,2025-02-08,2025-03-14,Erreur CAF,Clôturé,A solder,Automatique,Rejetée,DOC001,2025
M0974,PPA,945.92,76.24,2025-01-29,2025-09-25,2025-01-14,Recalcul,Ouvert,A solder,Automatique,Rejetée,DOC001,2025
M0975,PPA,1580.78,274.7,2025-10-23,2025-07-26,2025-06-06,Signalement usager,En attente,A solder,Manuel,Validée,DOC003,2025
M0976,ASF,1789.57,806.97,2025-07-28,2025-09-24,2025-08-11,Erreur CAF,Clôturé,A solder,Manuel,Validée,DOC003,2025
M0977,RSA,1912.9,459.66,2025-05-08,2025-06-03,2025-05-12,Erreur CAF,Ouvert,A solder,Automatique,Validée,DOC003,2025
M0978,APL,1584.46,546.58,2025-12-06,2025-02-11,2025-12-04,Erreur CAF,Ouvert,Relance,Automatique,En attente,DOC002,2025
M0979,APL,665.04,432.82,2025-04-26,2025-01-11,2025-02-16,Recalcul,Clôturé,En cours,Manuel,Rejetée,DOC002,2025
M0980,APL,1391.86,43.9,2025-05-24,2025-10-21,2025-04-17,Recalcul,Ouvert,En cours,Automatique,Rejetée,DOC003,2025
M0981,PPA,903.33,165.75,2025-11-14,2025-04-08,2025-04-18,Signalement usager,Clôturé,Relance,Automatique,Validée,DOC002,2025
M0982,PPA,546.61,445.54,2025-08-23,2025-10-02,2025-09-22,Erreur CAF,Ouvert,A solder,Automatique,Validée,DOC001,2025
M0983,RSA,1689.7,209.19,2025-01-07,2025-08-18,2025-07-24,Recalcul,En attente,En cours,Automatique,En attente,DOC003,2025
M0984,APL,124.93,49.98,2025-02-14,2025-08-08,2025-03-20,Signalement usager,En attente,Relance,Manuel,Rejetée,DOC001,2025
M0985,APL,1808.44,843.65,2025-08-27,2025-03-06,2025-06-04,Erreur CAF,En attente,Relance,Manuel,En attente,DOC003,2025
M0986,ASF,949.88,981.19,2025-06-04,2025-12-21,2025-09-28,Recalcul,En attente,En cours,Automatique,Rejetée,DOC001,2025
M0987,PPA,1292.54,793.14,2025-06-30,2025-08-20,2025-09-04,Erreur CAF,En attente,En cours,Manuel,En attente,DOC003,2025
M0988,APL,1335.74,853.78,2025-08-03,2025-11-24,2025-01-19,Erreur CAF,Clôturé,A solder,Automatique,Validée,DOC001,2025
M0989,RSA,1795.48,241.98,2025-03-29,2025-02-21,2025-12-12,Recalcul,En attente,A solder,Automatique,En attente,DOC003,2025
M0990,RSA,1291.51,960.63,2025-09-13,2025-09-20,2025-01-26,Recalcul,En attente,En cours,Automatique,En attente,DOC003,2025
M0991,APL,1247.17,196.93,2025-03-14,2025-09-24,2025-08-05,Recalcul,En attente,A solder,Manuel,Validée,DOC002,2025
M0992,PPA,179.97,951.43,2025-06-28,2025-12-25,2025-06-03,Erreur CAF,En attente,Relance,Manuel,Rejetée,DOC001,2025
M0993,RSA,1060.9,994.82,2025-07-31,2025-11-13,2025-06-03,Erreur CAF,Ouvert,A solder,Manuel,Rejetée,DOC002,2025
M0994,ASF,342.83,711.72,2025-10-20,2025-11-20,2025-06-23,Signalement usager,En attente,A solder,Manuel,Validée,DOC001,2025
M0995,RSA,1488.0,981.14,2025-08-22,2025-06-03,2025-04-02,Erreur CAF,En attente,Relance,Manuel,En attente,DOC002,2025
M0996,AAH,1048.83,569.54,2025-08-27,2025-12-24,2025-12-04,Recalcul,Clôturé,A solder,Automatique,En attente,DOC003,2025
M0997,AAH,1376.44,259.54,2025-08-11,2025-05-20,2025-06-30,Erreur CAF,Ouvert,Relance,Automatique,En attente,DOC002,2025
M0998,PPA,131.26,437.0,2025-04-29,2025-02-20,2025-05-11,Signalement usager,Clôturé,A solder,Manuel,Rejetée,DOC002,2025
M0999,APL,215.34,593.56,2025-11-09,2025-04-27,2025-10-25,Signalement usager,En attente,En cours,Manuel,En attente,DOC003,2025
